,layers,layers_config,gamma,batch_size,lr,weight_decay,val_loss,val_f1_macro,epochs_trained
354,[128→64],"[(128, 'relu'), (64, 'relu')]",0.975,256,0.01,0.25,1.7674,0.6032,16
355,[256→64],"[(256, 'relu'), (64, 'relu')]",0.9,256,0.01,0.15,1.7737,0.6061,19
356,[128→64],"[(128, 'relu'), (64, 'relu')]",0.96,256,0.01,0.2,1.775,0.6271,16
357,[128→64],"[(128, 'relu'), (64, 'relu')]",0.95,256,0.01,0.2,1.7831,0.6114,18
358,[128→64],"[(128, 'relu'), (64, 'relu')]",0.95,512,0.01,0.15,1.7837,0.5995,20
359,[128→64],"[(128, 'relu'), (64, 'relu')]",0.96,64,0.01,0.15,1.7844,0.5936,13
360,[256→64],"[(256, 'relu'), (64, 'relu')]",0.95,256,0.01,0.15,1.7862,0.6398,16
361,[256→64],"[(256, 'relu'), (64, 'relu')]",0.96,512,0.01,0.15,1.7918,0.6199,21
362,[256→64],"[(256, 'relu'), (64, 'relu')]",0.96,256,0.01,0.15,1.7993,0.6364,16
363,[256→64],"[(256, 'relu'), (64, 'relu')]",0.975,256,0.01,0.1,1.8023,0.6758,17
364,[128→64],"[(128, 'relu'), (64, 'relu')]",0.95,256,0.01,0.15,1.8161,0.6533,17
365,[128→64],"[(128, 'relu'), (64, 'relu')]",0.975,512,0.01,0.1,1.8458,0.6015,19
366,[128→64],"[(128, 'relu'), (64, 'relu')]",0.95,512,0.01,0.1,1.8557,0.619,20
367,[256→64],"[(256, 'relu'), (64, 'relu')]",0.96,256,0.01,0.1,1.8592,0.6414,17
368,[256→64],"[(256, 'relu'), (64, 'relu')]",0.975,512,0.01,0.15,1.8643,0.6195,21
369,[256→64],"[(256, 'relu'), (64, 'relu')]",0.95,256,0.01,0.1,1.8698,0.613,17
370,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.96,256,0.01,0.1,1.8747,0.6259,17
371,[1024],"[(1024, 'relu')]",0.9,64,0.1,0.25,1.8835,0.5427,39
372,[128→64],"[(128, 'relu'), (64, 'relu')]",0.975,512,0.01,0.15,1.8863,0.6164,22
373,[128→64],"[(128, 'relu'), (64, 'relu')]",0.96,256,0.01,0.15,1.8867,0.6388,17
374,[128→64],"[(128, 'relu'), (64, 'relu')]",0.975,512,0.01,0.2,1.8904,0.6131,24
375,[128→64],"[(128, 'relu'), (64, 'relu')]",0.96,512,0.01,0.15,1.9061,0.5956,22
376,[128→64],"[(128, 'relu'), (64, 'relu')]",0.96,64,0.01,0.1,1.909,0.6106,15
377,[128→64],"[(128, 'relu'), (64, 'relu')]",0.96,512,0.01,0.1,1.9167,0.6227,20
378,[128→64],"[(128, 'relu'), (64, 'relu')]",0.975,256,0.01,0.15,1.9168,0.6151,18
379,[128→64],"[(128, 'relu'), (64, 'relu')]",0.95,256,0.01,0.1,1.9217,0.6403,17
380,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.975,64,0.01,0.1,1.9232,0.6293,15
381,[128→64],"[(128, 'relu'), (64, 'relu')]",0.95,64,0.01,0.1,1.936,0.6263,15
382,[1024],"[(1024, 'relu')]",0.95,256,0.1,0.25,1.9439,0.6035,60
383,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.95,256,0.1,0.25,1.9443,0.5688,38
384,[128→64],"[(128, 'relu'), (64, 'relu')]",0.975,256,0.01,0.1,1.9547,0.6297,16
385,[512],"[(512, 'relu')]",0.9,256,0.1,0.25,1.9599,0.563,26
386,[1024],"[(1024, 'relu')]",0.96,256,0.1,0.25,1.9677,0.5964,60
387,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.9,64,0.1,0.2,1.9702,0.5026,46
388,[128→64],"[(128, 'relu'), (64, 'relu')]",0.96,256,0.01,0.1,1.9724,0.6208,18
389,[128→64],"[(128, 'relu'), (64, 'relu')]",0.975,64,0.01,0.1,2.0038,0.6093,13
390,[256→64],"[(256, 'relu'), (64, 'relu')]",0.975,64,0.01,0.15,2.008,0.6144,34
391,[512],"[(512, 'relu')]",0.9,64,0.1,0.25,2.0451,0.4856,35
392,[256],"[(256, 'relu')]",0.95,256,0.1,0.25,2.0619,0.5289,31
393,[1024],"[(1024, 'relu')]",0.9,64,0.1,0.2,2.0673,0.5258,35
394,[512],"[(512, 'relu')]",0.95,64,0.1,0.2,2.0706,0.4502,59
395,[1024],"[(1024, 'relu')]",0.96,256,0.1,0.2,2.0779,0.5715,39
396,[256],"[(256, 'relu')]",0.9,64,0.1,0.25,2.0814,0.4794,52
397,[256],"[(256, 'relu')]",0.95,64,0.1,0.25,2.082,0.4613,54
398,[1024],"[(1024, 'relu')]",0.9,256,0.1,0.25,2.0857,0.5587,28
399,[1024],"[(1024, 'relu')]",0.975,256,0.1,0.25,2.0888,0.5333,32
400,[512],"[(512, 'relu')]",0.95,256,0.1,0.25,2.0889,0.5571,34
401,[1024],"[(1024, 'relu')]",0.95,64,0.1,0.25,2.0981,0.4873,76
402,[256],"[(256, 'relu')]",0.9,64,0.1,0.2,2.1124,0.4683,36
403,[256→64],"[(256, 'relu'), (64, 'relu')]",0.9,64,0.1,0.25,2.1156,0.4641,47
404,[1024],"[(1024, 'relu')]",0.96,512,0.1,0.25,2.1261,0.5754,35
405,[512],"[(512, 'relu')]",0.95,256,0.1,0.2,2.1319,0.5094,25
406,[1024],"[(1024, 'relu')]",0.9,256,0.1,0.2,2.1324,0.5702,21
407,[512],"[(512, 'relu')]",0.9,64,0.1,0.2,2.1348,0.4889,37
408,[1024],"[(1024, 'relu')]",0.95,512,0.1,0.25,2.1404,0.5697,35
409,[128→64],"[(128, 'relu'), (64, 'relu')]",0.96,512,0.1,0.25,2.1406,0.4832,38
410,[256],"[(256, 'relu')]",0.9,512,0.1,0.25,2.1455,0.5435,31
411,[1024],"[(1024, 'relu')]",0.975,256,0.1,0.2,2.1465,0.5092,35
412,[512],"[(512, 'relu')]",0.9,512,0.1,0.25,2.1509,0.5423,28
413,[512],"[(512, 'relu')]",0.975,256,0.1,0.25,2.1537,0.5121,34
414,[512],"[(512, 'relu')]",0.95,64,0.1,0.25,2.1606,0.4539,75
415,[256],"[(256, 'relu')]",0.95,512,0.1,0.25,2.1628,0.5445,28
416,[256→64],"[(256, 'relu'), (64, 'relu')]",0.975,256,0.1,0.25,2.1658,0.4713,51
417,[256→64],"[(256, 'relu'), (64, 'relu')]",0.96,256,0.1,0.25,2.1752,0.4977,46
418,[1024],"[(1024, 'relu')]",0.9,512,0.1,0.25,2.1779,0.5533,26
419,[512],"[(512, 'relu')]",0.9,256,0.1,0.2,2.1789,0.5469,27
420,[256],"[(256, 'relu')]",0.9,256,0.1,0.25,2.1805,0.5345,24
421,[512→128],"[(512, 'relu'), (128, 'relu')]",0.95,256,0.1,0.2,2.186,0.5036,35
422,[128],"[(128, 'relu')]",0.9,64,0.1,0.25,2.1935,0.4471,42
423,[512→128],"[(512, 'relu'), (128, 'relu')]",0.9,64,0.1,0.15,2.1949,0.4503,43
424,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.96,256,0.1,0.25,2.1966,0.4935,34
425,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.9,256,0.1,0.25,2.203,0.5296,27
426,[1024],"[(1024, 'relu')]",0.975,512,0.1,0.2,2.2071,0.5099,23
427,[128],"[(128, 'relu')]",0.9,512,0.1,0.25,2.2081,0.5191,33
428,[256],"[(256, 'relu')]",0.96,256,0.1,0.25,2.2099,0.5039,36
429,[1024],"[(1024, 'relu')]",0.95,64,0.1,0.2,2.211,0.4319,71
430,[128],"[(128, 'relu')]",0.9,64,0.1,0.2,2.2138,0.4665,36
431,[1024],"[(1024, 'relu')]",0.95,256,0.1,0.2,2.2139,0.5614,36
432,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.95,64,0.1,0.25,2.2143,0.4276,80
433,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.96,512,0.1,0.25,2.2174,0.5148,39
434,[512→128],"[(512, 'relu'), (128, 'relu')]",0.96,256,0.1,0.25,2.2201,0.4791,48
435,[512],"[(512, 'relu')]",0.95,512,0.1,0.25,2.2312,0.5612,35
436,[1024],"[(1024, 'relu')]",0.9,512,0.1,0.2,2.2324,0.5422,27
437,[256],"[(256, 'relu')]",0.9,64,0.1,0.15,2.2333,0.4791,45
438,[256],"[(256, 'relu')]",0.95,64,0.1,0.2,2.2372,0.4222,58
439,[512],"[(512, 'relu')]",0.9,64,0.1,0.15,2.2406,0.5014,34
440,[512→128],"[(512, 'relu'), (128, 'relu')]",0.975,512,0.1,0.2,2.2408,0.4973,42
441,[1024],"[(1024, 'relu')]",0.9,64,0.1,0.15,2.2441,0.4863,38
442,[512],"[(512, 'relu')]",0.96,256,0.1,0.25,2.2531,0.5144,29
443,[128],"[(128, 'relu')]",0.96,256,0.1,0.25,2.2541,0.5168,43
444,[512→128],"[(512, 'relu'), (128, 'relu')]",0.96,256,0.1,0.2,2.2547,0.5035,40
445,[512→128],"[(512, 'relu'), (128, 'relu')]",0.9,256,0.1,0.25,2.2585,0.4569,31
446,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.95,512,0.1,0.2,2.2605,0.5145,38
447,[1024],"[(1024, 'relu')]",0.96,64,0.1,0.25,2.2638,0.4188,64
448,[128],"[(128, 'relu')]",0.96,512,0.1,0.25,2.2678,0.5196,43
449,[128],"[(128, 'relu')]",0.9,512,0.1,0.2,2.2726,0.4969,30
450,[256],"[(256, 'relu')]",0.975,256,0.1,0.25,2.2741,0.5007,39
451,[1024],"[(1024, 'relu')]",0.95,256,0.1,0.15,2.2754,0.5577,40
452,[512],"[(512, 'relu')]",0.975,512,0.1,0.25,2.2763,0.4947,33
453,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.95,512,0.1,0.25,2.2768,0.5055,33
454,[256→64],"[(256, 'relu'), (64, 'relu')]",0.9,64,0.1,0.2,2.2776,0.4403,33
455,[128→64],"[(128, 'relu'), (64, 'relu')]",0.975,256,0.1,0.25,2.2837,0.4089,46
456,[256],"[(256, 'relu')]",0.95,256,0.1,0.2,2.2842,0.5143,33
457,[512→128],"[(512, 'relu'), (128, 'relu')]",0.95,512,0.1,0.25,2.2871,0.5193,49
458,[512],"[(512, 'relu')]",0.96,512,0.1,0.25,2.2875,0.5364,24
459,[512],"[(512, 'relu')]",0.975,256,0.1,0.2,2.2875,0.4967,41
460,[256→64],"[(256, 'relu'), (64, 'relu')]",0.9,256,0.1,0.25,2.2908,0.5079,30
461,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.96,256,0.1,0.15,2.2948,0.4757,36
462,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.9,512,0.1,0.25,2.2955,0.5096,33
463,[512→128],"[(512, 'relu'), (128, 'relu')]",0.975,256,0.1,0.2,2.2975,0.4515,40
464,[512→128],"[(512, 'relu'), (128, 'relu')]",0.975,256,0.1,0.25,2.2988,0.401,54
465,[128],"[(128, 'relu')]",0.975,256,0.1,0.15,2.3118,0.4727,43
466,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.9,64,0.1,0.25,2.3118,0.3658,45
467,[512],"[(512, 'relu')]",0.9,256,0.1,0.15,2.3139,0.5324,26
468,[1024],"[(1024, 'relu')]",0.96,64,0.1,0.15,2.3175,0.3815,54
469,[256→64],"[(256, 'relu'), (64, 'relu')]",0.95,512,0.1,0.25,2.3193,0.4592,56
470,[256→64],"[(256, 'relu'), (64, 'relu')]",0.9,256,0.1,0.2,2.3201,0.4216,24
471,[128→64],"[(128, 'relu'), (64, 'relu')]",0.9,256,0.1,0.25,2.3204,0.4519,28
472,[256],"[(256, 'relu')]",0.975,256,0.1,0.2,2.3209,0.4927,47
473,[256],"[(256, 'relu')]",0.9,256,0.1,0.2,2.3287,0.5127,20
474,[128],"[(128, 'relu')]",0.95,256,0.1,0.25,2.331,0.4991,29
475,[128],"[(128, 'relu')]",0.9,256,0.1,0.25,2.3339,0.4967,25
476,[128],"[(128, 'relu')]",0.975,256,0.1,0.25,2.337,0.4365,28
477,[512→128],"[(512, 'relu'), (128, 'relu')]",0.95,64,0.1,0.2,2.3398,0.3986,56
478,[512],"[(512, 'relu')]",0.96,256,0.1,0.2,2.3431,0.5004,28
479,[128],"[(128, 'relu')]",0.95,64,0.1,0.2,2.3433,0.3965,74
480,[128→64],"[(128, 'relu'), (64, 'relu')]",0.95,512,0.1,0.25,2.3451,0.4304,40
481,[256],"[(256, 'relu')]",0.96,512,0.1,0.25,2.3489,0.4783,28
482,[1024],"[(1024, 'relu')]",0.95,512,0.1,0.2,2.3511,0.5016,27
483,[512→128],"[(512, 'relu'), (128, 'relu')]",0.9,64,0.1,0.25,2.3541,0.3711,49
484,[128],"[(128, 'relu')]",0.95,256,0.1,0.2,2.3584,0.4738,24
485,[512→128],"[(512, 'relu'), (128, 'relu')]",0.9,256,0.1,0.15,2.3593,0.4774,34
486,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.9,512,0.1,0.2,2.3643,0.4668,30
487,[256],"[(256, 'relu')]",0.9,512,0.1,0.2,2.3651,0.4717,27
488,[512→128],"[(512, 'relu'), (128, 'relu')]",0.9,64,0.1,0.2,2.3656,0.3927,33
489,[512],"[(512, 'relu')]",0.96,256,0.1,0.15,2.3657,0.5359,43
490,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.975,256,0.1,0.25,2.3664,0.4414,51
491,[128],"[(128, 'relu')]",0.95,512,0.1,0.25,2.367,0.4959,31
492,[512],"[(512, 'relu')]",0.95,256,0.1,0.15,2.3685,0.5247,28
493,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.9,256,0.1,0.2,2.3712,0.4831,32
494,[512→128],"[(512, 'relu'), (128, 'relu')]",0.96,512,0.1,0.25,2.3717,0.4478,49
495,[512→128],"[(512, 'relu'), (128, 'relu')]",0.975,512,0.1,0.25,2.3755,0.4265,46
496,[1024],"[(1024, 'relu')]",0.975,512,0.1,0.25,2.378,0.5385,39
497,[128→64],"[(128, 'relu'), (64, 'relu')]",0.975,512,0.1,0.25,2.3792,0.4363,48
498,[512],"[(512, 'relu')]",0.9,512,0.1,0.15,2.381,0.4935,28
499,[512→128],"[(512, 'relu'), (128, 'relu')]",0.975,512,0.1,0.15,2.3816,0.442,49
500,[256],"[(256, 'relu')]",0.96,512,0.1,0.2,2.3847,0.5238,35
501,[256],"[(256, 'relu')]",0.95,512,0.1,0.2,2.386,0.5195,29
502,[256→64],"[(256, 'relu'), (64, 'relu')]",0.95,256,0.1,0.2,2.3866,0.4055,33
503,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.95,256,0.1,0.2,2.3867,0.4705,42
504,[128],"[(128, 'relu')]",0.9,256,0.1,0.2,2.3893,0.4812,30
505,[128→64],"[(128, 'relu'), (64, 'relu')]",0.96,256,0.1,0.25,2.3911,0.4525,35
506,[256],"[(256, 'relu')]",0.975,512,0.1,0.25,2.393,0.4898,33
507,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.975,512,0.1,0.2,2.3965,0.4202,47
508,[1024],"[(1024, 'relu')]",0.9,512,0.1,0.15,2.3979,0.4935,27
509,[256],"[(256, 'relu')]",0.975,512,0.1,0.2,2.4002,0.4594,29
510,[128],"[(128, 'relu')]",0.95,512,0.1,0.2,2.4014,0.4742,24
511,[512],"[(512, 'relu')]",0.9,512,0.1,0.2,2.4027,0.532,28
512,[512],"[(512, 'relu')]",0.975,256,0.1,0.15,2.4049,0.4863,39
513,[256→64],"[(256, 'relu'), (64, 'relu')]",0.975,512,0.1,0.2,2.4083,0.4146,43
514,[256→64],"[(256, 'relu'), (64, 'relu')]",0.95,256,0.1,0.25,2.409,0.4781,42
515,[128→64],"[(128, 'relu'), (64, 'relu')]",0.96,256,0.1,0.2,2.4118,0.4271,48
516,[256],"[(256, 'relu')]",0.96,256,0.1,0.2,2.4129,0.457,31
517,[128],"[(128, 'relu')]",0.9,512,0.1,0.15,2.4143,0.4193,35
518,[1024],"[(1024, 'relu')]",0.95,64,0.1,0.15,2.4222,0.3922,48
519,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.9,64,0.1,0.1,2.4237,0.4384,31
520,[256→64],"[(256, 'relu'), (64, 'relu')]",0.95,64,0.1,0.25,2.4247,0.3532,75
521,[128],"[(128, 'relu')]",0.96,256,0.1,0.2,2.4258,0.4474,42
522,[256],"[(256, 'relu')]",0.975,256,0.1,0.15,2.427,0.5157,44
523,[512],"[(512, 'relu')]",0.975,64,0.1,0.15,2.4273,0.3614,79
524,[512],"[(512, 'relu')]",0.95,64,0.1,0.15,2.4291,0.4121,51
525,[1024],"[(1024, 'relu')]",0.9,64,0.1,0.1,2.4316,0.4775,30
526,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.96,64,0.1,0.25,2.4331,0.337,60
527,[256→64],"[(256, 'relu'), (64, 'relu')]",0.9,512,0.1,0.15,2.4357,0.4061,30
528,[512],"[(512, 'relu')]",0.96,512,0.1,0.2,2.4364,0.5306,31
529,[256→64],"[(256, 'relu'), (64, 'relu')]",0.96,512,0.1,0.2,2.4419,0.4671,47
530,[1024],"[(1024, 'relu')]",0.96,512,0.1,0.2,2.4422,0.5157,25
531,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.975,256,0.1,0.2,2.4429,0.4159,48
532,[512→128],"[(512, 'relu'), (128, 'relu')]",0.9,512,0.1,0.25,2.4444,0.3806,44
533,[256],"[(256, 'relu')]",0.96,64,0.1,0.15,2.4451,0.4121,69
534,[128→64],"[(128, 'relu'), (64, 'relu')]",0.96,512,0.1,0.2,2.4453,0.4719,51
535,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.96,512,0.1,0.2,2.447,0.5176,44
536,[1024],"[(1024, 'relu')]",0.975,64,0.1,0.25,2.4492,0.3514,100
537,[128],"[(128, 'relu')]",0.975,256,0.1,0.2,2.4574,0.4408,39
538,[256→64],"[(256, 'relu'), (64, 'relu')]",0.975,512,0.1,0.25,2.4583,0.4337,46
539,[512→128],"[(512, 'relu'), (128, 'relu')]",0.95,256,0.1,0.25,2.4615,0.4419,48
540,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.96,256,0.1,0.2,2.467,0.4075,40
